no-hit no-run game	ノーヒットノーランゲーム
medley relay	メドレーリレー
bit rate	ビットレート
hanging plant	ハンギングプラント
polymer	ポリマー
juvenile	ジュベナイル
threose	トレオース
back screen	バックスクリーン
batiste	バチスト
guayule	グアユール
seventh chord	セブンスコード
bye-bye	バイバイ
supplier site	サプライヤサイト
temptation	テンプテーション
test driver	テストドライバー
Anthropocene	アントロポセン
polyandry	ポリアンドリー
scheduler	スケジューラ
Díli	ディリ
second opinion	セカンドオピニオン
zorb	ゾーブ
Parkinson	パーキンソン
junior	ジュニア
food desert	フードデザート
chlortetracycline	クロルテトラサイクリン
home builder	ハウスメーカー
juicer	ジューサー
triple bogey	トリプルボギー
uvala	ウバーレ
reeling in a lure very slowly	デッドスロー
multiuser system	マルチユーザシステム
manufacturer	メーカー
floor price	フロアプライス
thunder	サンダー
engine	エンジン
service break	サービスブレーク
catastrophe	カタストロフィー
user interface	ユーザーインターフェイス
all square	オールスクエア
ceramide	セラミド
RAPCON	ラプコン
quarterback	クォーターバック
Dorcas gazelle	ドルカスガゼル
bargain sale	バーゲンセール
throttle valve	スロットルバルブ
fighting stance	ファイティングポーズ
whole food	ホールフード
homocaryon	ホモカリオン
host computer	ホストコンピューター
longfin damselfish	ロングフィンダムゼルフィッシュ
punk Lolita	パンロリ
people power	ピープルパワー
Tahiti vanilla	タヒチバニラ
snow globe	スノーグローブ
heavy drinker	ヘビードリンカー
electrometer	エレクトロメーター
PS-2	ピーエスツー
pillowcase	ピローケース
gauge-changing train	フリーゲージトレイン
dideoxycytidine	ジデオキシシチジン
theocracy	テオクラシー
chelate	キレート
oceanaut	オーシャノート
credit roll	エンドロール
nation	ネーション
Lithuania	リトアニア
lutetium	ルテチウム
arête	アレート
rehearsal	リハーサル
high return	ハイリターン
aquaculture	アクアカルチャー
graphics card	グラボ
cinematic scene	ムービーシーン
paraplane	パラプレーン
convention center	コンベンションセンター
sarin	サリン
France Telecom	フランステレコム
bps	ビーピーエス
service end point	サービスエンドポイント
black foxface	ブラックフォックスフェイス
clean rice	クリーンライス
Tutsi	ツチ
inflation target	インフレターゲット
apatosaurus	アパトサウルス
blue moon	ブルームーン
new jazz	ニュージャズ
stealth	ステルス
breadstick filled with milk-flavored cream	ミルクフランス
garbage	ガベジ
shabbiness	シャビー
variety show	バラエティーショー
climbing gourami	クテノポマ
anarcho-syndicalism	アナルコサンジカリズム
Patriot	パトリオット
in-line	インライン
toboggan	トボガン
home user	ホームユーザー
ocean	オーシャン
making up only parts of one's face instead of doing a full make-up job	ポイントメイク
Hutu	フツ
idle interrupt	アイドルインタラプト
active risk	アクティブリスク
Malvasia	マルヴァジーア
slag	スラグ
idle money	アイドルマネー
large	ラージ
butyl alcohol	ブチルアルコール
isoleucine	イソロイシン
satyr	サテュロス
tennis player	テニスプレーヤー
imago	イマーゴ
Win32s	ウィンサンジューニエス
off-limits	オフリミット
smartphone game	スマホゲー
siemens	ジーメンス
pro bono	プロボノ
selfie	セルフィー
hybrid	ハイブリッド
beach house	ビーチハウス
cheerleading	チアリーディング
surge wrasse	キヌベラ
freeware	フリーソフト
low vision	ロービジョン
trampoline	トランポリン
latex	ラテックス
auto-changer	オートチェンジャー
online database system	オンラインデータベースシステム
tachyon	タキオン
working mother	ワーママ
modularity	モジュラリティ
dulcin	ズルチン
academy	アカデミー
BSD	ビーエスディー
step-by-step	ステップバイステップ
mitten	ミトン
future	フューチャー
archaic	アルカイック
slaking	スレーキング
macho	マッチョ
device bay	デバイスベイ
object program	オブジェクトプログラム
part time	パートタイム
newsfroup	ニュースフループ
load balancing	ロードバランシング
ad hoc mode	アドホックモード
crusher	クラッシャー
Des Moines	デモイン
bird bath	バードバス
Ballina angelfish	バリナエンジェルフィッシュ
person who makes unreasonable complaints to a company	クレーマー
rosewood	ローズウッド
horoscope	ホロスコープ
biotechnology	バイオテクノロジー
raster file	ラスターファイル
demo tape	デモテープ
information processing	インフォメーションプロセッシング
sonatina	ソナチネ
multiplayer	マルチプレイ
Gaul	ガリア
web browser	ウェブブラウザー
liberal	リベラル
manual	マニュアル
San Diego	サンディエゴ
psyche	プシュケー
hamstring	ハムストリング
comical	コミカル
denomination	デノミネーション
knickerbockers	ニッカ
heart	ハート
content handler	コンテントハンドラー
shock absorber	ショックアブソーバー
magnolia	マグノリア
lost baggage	ロストバゲージ
RGB	アールジービー
surveyor	サーベイヤー
ruby glass	ルビーガラス
farandole	ファランドール
betatron	ベータトロン
digital ink	デジタルインク
asymmetry	アシメトリ
monarchy	モナーキー
source image	ソースイメージ
mahi-mahi	マヒマヒ
coaxial cable	コアキシャルケーブル
turf course	ターフコース
azotobacter	アゾトバクター
space plane	スペースプレーン
robot pet	ペットロボット
minivan	ワンボ
permission	パーミッション
multiscan	マルチスキャン
turnkey	ターンキー
purse	パース
door girl	ドアガール
modern dance	モダンダンス
Grenache gris	グルナッシュグリ
forint	フォリント
gangster	ギャングスター
kick turn	キックターン
Hebraism	ヘブライズム
vivace	ヴィヴァーチェ
currants	カレンツ
California roll	カリフォルニアロール
disk cartridge	ディスクカートリッジ
preserves	プリザーブ
access switch	アクセススイッチ
new century	ニューセンチュリー
piercing	ピアスホール
category mistake	カテゴリーミステーク
sales approach	セールスアプローチ
auction house	オークションハウス
capital	カピタル
sunburst butterflyfish	ミゾレチョウチョウウオ
chiral	キラル
happy birthday!	ハピバー
occultism	オカルティズム
singularity	シンギュラリティ
elephantine	エレファンタイン
aquatron	アクアトロン
sports bag	スポーツバッグ
coordination	コーディネーション
black	ブラック
mock-up	モックアップ
Finn	フィン
Siri	シリ
long hit	ロングヒット
pot roast	ポットロースト
Phillips head screwdriver	プラスドライバー
mogul	モーグル
businesswoman	ビジネスウーマン
loungewear	ルームウェア
anise	アニス
MacGuffin	マクガフィン
swords	イス
boiled	ボイルド
temporary tattoo	タトゥーシール
Anzac Day	アンザックデー
